33.77370, -84.38995, 12/10/01, 10:35:24
33.77393, -84.38997, 12/10/01, 10:35:25
33.77417, -84.39000, 12/10/01, 10:35:26
33.77442, -84.39005, 12/10/01, 10:35:27
33.77465, -84.39012, 12/10/01, 10:35:28
33.77488, -84.39017, 12/10/01, 10:35:29
33.77512, -84.39022, 12/10/01, 10:35:30
33.77537, -84.39027, 12/10/01, 10:35:31
33.77560, -84.39033, 12/10/01, 10:35:32
33.77583, -84.39038, 12/10/01, 10:35:33
33.77608, -84.39043, 12/10/01, 10:35:34
33.77632, -84.39048, 12/10/01, 10:35:35
33.77657, -84.39053, 12/10/01, 10:35:36
33.77680, -84.39058, 12/10/01, 10:35:37
33.77703, -84.39063, 12/10/01, 10:35:38
33.77728, -84.39068, 12/10/01, 10:35:39
33.77752, -84.39073, 12/10/01, 10:35:40
33.77778, -84.39077, 12/10/01, 10:35:41
33.77803, -84.39080, 12/10/01, 10:35:42
33.77828, -84.39082, 12/10/01, 10:35:43
33.77853, -84.39085, 12/10/01, 10:35:44
33.77878, -84.39087, 12/10/01, 10:35:45
33.77902, -84.39088, 12/10/01, 10:35:46
33.77927, -84.39092, 12/10/01, 10:35:47
33.77952, -84.39093, 12/10/01, 10:35:48
33.77977, -84.39095, 12/10/01, 10:35:49
33.78000, -84.39097, 12/10/01, 10:35:50
33.78025, -84.39098, 12/10/01, 10:35:51
33.78050, -84.39098, 12/10/01, 10:35:52
33.78075, -84.39100, 12/10/01, 10:35:53
33.78100, -84.39100, 12/10/01, 10:35:54
33.78125, -84.39100, 12/10/01, 10:35:55
33.78150, -84.39100, 12/10/01, 10:35:56
33.78175, -84.39100, 12/10/01, 10:35:57
33.78200, -84.39100, 12/10/01, 10:35:58
33.78223, -84.39100, 12/10/01, 10:35:59
33.78248, -84.39100, 12/10/01, 10:36:00
33.78272, -84.39100, 12/10/01, 10:36:01
33.78297, -84.39100, 12/10/01, 10:36:02
33.78320, -84.39100, 12/10/01, 10:36:03
33.78345, -84.39100, 12/10/01, 10:36:04
33.78368, -84.39100, 12/10/01, 10:36:05
33.78393, -84.39100, 12/10/01, 10:36:06
33.78418, -84.39100, 12/10/01, 10:36:07
33.78443, -84.39100, 12/10/01, 10:36:08
33.78468, -84.39098, 12/10/01, 10:36:09
33.78493, -84.39098, 12/10/01, 10:36:10
33.78520, -84.39097, 12/10/01, 10:36:11
33.78545, -84.39097, 12/10/01, 10:36:12
33.78570, -84.39097, 12/10/01, 10:36:13
33.78597, -84.39095, 12/10/01, 10:36:14
33.78622, -84.39095, 12/10/01, 10:36:15
33.78647, -84.39095, 12/10/01, 10:36:16
33.78672, -84.39095, 12/10/01, 10:36:17
33.78697, -84.39093, 12/10/01, 10:36:18
33.78722, -84.39093, 12/10/01, 10:36:19
33.78745, -84.39092, 12/10/01, 10:36:20
33.78768, -84.39092, 12/10/01, 10:36:21
33.78792, -84.39092, 12/10/01, 10:36:22
33.78813, -84.39092, 12/10/01, 10:36:23
33.78835, -84.39090, 12/10/01, 10:36:24
33.78855, -84.39090, 12/10/01, 10:36:25
33.78877, -84.39090, 12/10/01, 10:36:26
33.78897, -84.39088, 12/10/01, 10:36:27
33.78917, -84.39088, 12/10/01, 10:36:28
33.78938, -84.39088, 12/10/01, 10:36:29
33.78958, -84.39088, 12/10/01, 10:36:30
33.78978, -84.39088, 12/10/01, 10:36:31
33.78998, -84.39088, 12/10/01, 10:36:32
33.79020, -84.39088, 12/10/01, 10:36:33
33.79040, -84.39088, 12/10/01, 10:36:34
33.79062, -84.39088, 12/10/01, 10:36:35
